targetNodes,targetEdges,targetName,patternNodes,patternEdges,patternName,nodesInEnumSubgraphs,subgraphsPerNode,numOfResults,time
20,45,simple-random-n-10-e-20-time,4,4,2-line-time-2,464,4,10,8586
